Borough,District,Building Code,DBN,School Name,SchoolFood Code,Breakfast Before Bell ADP             FY18,Breakfast Before Bell ADP             FY19,"Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY18","Breakfast In Classroom ADP (where available - see ""Key"" tab)           FY19",Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)          FY18,Breakfast Before Bell (Y = breakfast before bell in Any Part of DBN)           FY19,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY18,Breakfast In Classroom Offered (Y = BIC in Any Part of DBN)                      FY19,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY18,Grab & Go Offered (Y = G&G in Any Part of DBN)                       FY19,Lunches ADP            FY18,Lunches ADP            FY19,Salad bar  (Y = Salad Bar offered in building)                 FY18,Salad bar  (Y = Salad Bar offered in building)                 FY19,Snacks ADP            FY18,Snacks ADP            FY19,Suppers ADP            FY18,Suppers ADP            FY19
M,2,M488,75M169,P169M @ PS 59M,2869,36,40,,,true,,,,,,34,31,true,true,,,7,11
M,2,M827,79Q950,GED Plus - Citywide,2874,45,33,,,true,,,,true,true,88,59,,,,,,
M,2,M282,02M896,Lower Manhattan Community Middle School,2893,19,34,,,true,true,,,,,100,89,true,true,,,34,68
M,2,M971,75M094,P.S. M094 @ PS 397M,2895,23,25,,,true,,,,,,25,28,true,true,,,,
M,2,M340,75M094,P094M @ M340,2897,23,22,,,true,,,,,,23,23,true,true,,,,
M,2,MADE,02N760,Epiphany Lower School,2903,27,25,,,true,true,,,,,113,106,,true,,,,
M,2,MAEC,02N816,Hunter College Elementary School,2905,47,41,,,true,true,,,,,126,144,true,true,,,,
M,2,MAIM,02N908,The Child School/Legacy H.S.,2908,95,84,,,true,true,,,,,103,117,,,,,,
M,2,MAOY,02N008,YAI/New York League,2909,70,68,,,true,true,,,,,70,68,,,,,,
M,2,M114,75M138,P.S. 138 @ IS 114M,2915,23,20,,,true,,,,,,23,20,true,true,,,,
M,2,MAHC,02N779,Saint Jean Baptiste High School,2919,36,25,,,true,true,,,,,157,173,true,true,,,,
M,2,MADO,02N728,Guardian Angel School,2926,34,26,,,true,true,,,,,134,108,true,true,,,,
M,2,MAHB,02N822,Transfiguration Upper School,2927,27,18,,,true,true,,,,,170,158,true,,,56,,
M,2,M535,75M138,P138M @ HS Food & Finance,2938,55,53,,,true,,,,,,60,57,true,true,,,,
M,2,MADF,02N785,Epiphany School Annex,2949,20,27,,,true,true,,,,,126,127,true,true,,,,
M,2,M058,79Q950,Pathways to Graduation @ Manhattan Learning Program,2950,5,2,,,true,,,,true,true,7,3,true,,,,,
M,2,MAJI,02N645,The Transfiguration Kdrg. School,2952,28,25,,,true,true,,,,,105,101,,,,105,,
M,2,MAJL,02N727,Transfiguration School,2953,65,55,,,true,true,,,,,167,136,,,,118,,
M,2,MBJI,79Q950,Pathways to Graduation @ The Hampshire School,2955,3,3,,,true,,,,true,true,3,3,,,,,,
M,2,M323,75M751,P751M at M323,2956,,40,,,true,,,,,,,40,,true,,,,
M,2,MASN,99M999,ERROR: #N/A,2961,10,,,,true,,,,,,28,,true,,,,,
M,2,MAFK,02N658,Notre Dame School,2971,23,14,,,true,true,,,,,142,145,true,true,,,,
M,2,M834,79M984,LYFE [Babies],2985,4,3,,,true,,,,,,4,3,true,true,3,2,,
M,2,M480,79M984,LYFE [Babies],2986,2,4,,,true,,,,,,4,6,true,true,4,6,,
M,2,M510,79M984,LYFE [Babies],2987,4,4,,,true,,,,,,4,4,true,true,4,4,,
M,2,M641,79M984,LYFE [Babies],2989,2,3,,,true,,,,,,2,3,true,,,,,
M,2,MAAH,02N622,"ASSOCIATION FOR METROAREA AUTISTIC CHILDREN, INC",2991,81,83,,,true,true,,,,,80,85,,,,,,
M,2,M276,75M094,PS 94,2994,39,42,,,true,,,,,,41,45,true,true,,,18,16
M,3,M009,03M009,P.S. 009 Sarah Anderson,3009,105,99,,,true,true,,,,,250,285,,true,,54,,
M,3,M054,03M054,J.H.S. 054 Booker T. Washington,3054,359,143,,,true,true,,,,,512,440,true,true,61,,132,28
M,3,M075,03M075,P.S. 075 Emily Dickinson,3075,517,493,,,true,true,true,true,,,361,326,true,true,75,73,,
M,3,M076,03M076,P.S. 076 A. Philip Randolph,3076,192,184,,,true,true,,,,,349,332,true,true,38,,155,166
M,3,M084,03M084,P.S. 084 Lillian Weber,3084,163,131,,,true,true,true,true,true,true,431,451,true,true,41,,,
M,3,M087,03M087,P.S. 087 William Sherman,3087,78,70,,,true,true,,,,,359,412,true,true,,,,
M,3,M088,03M415,Wadleigh Secondary School for the Performing & Vis,3088,66,64,,,true,true,,,,,127,99,true,true,35,30,59,63
M,3,M113,03M241,STEM Institute of Manhattan,3113,53,43,1,1,true,true,,,,,112,106,true,true,,,55,48
M,3,M118,03M333,P.S. 333 Manhattan School for Children,3118,52,128,,,true,true,true,true,true,,341,464,true,true,,,,
M,3,M145,03M145,"P.S. 145, The Bloomingdale School",3145,169,184,,,true,true,,true,,,334,337,true,true,131,72,69,44
M,3,M163,03M163,P.S. 163 Alfred E. Smith,3163,152,52,,,true,true,true,true,true,true,332,310,true,true,126,90,112,59
M,3,M165,03M165,P.S. 165 Robert E. Simon,3165,138,69,,,true,true,,true,,,316,222,true,true,56,44,130,67
M,3,M166,03M166,P.S. 166 The Richard Rodgers School of The Arts and Technology,3166,51,46,,,true,true,,,,,271,287,true,true,,,,
M,3,M180,03M180,P.S. 180 Hugo Newman,3180,448,417,,,true,true,true,true,,,495,385,true,true,108,115,,
M,3,M185,03M185,Locke School of Arts and Engineering (The),3185,162,188,,,true,true,,,,,222,310,true,true,48,131,,51
M,3,M342,03M191,The Riverside School for Makers and Artists,3191,327,214,,,true,true,,,,,427,389,true,true,93,30,141,54
M,3,M199,03M199,P.S. 199 Jessie Isador Straus,3199,90,102,,,true,true,true,true,true,true,315,346,true,true,,,,
M,3,M207,03M149,P.S. 149 Sojourner Truth,3207,161,142,,,true,true,,,,,216,221,true,true,52,,88,87
M,3,M208,03M208,ERROR: #N/A,3208,78,,,,true,,,,,,112,,true,true,38,,,
M,3,M076,75M226,P.S. M226 @ P076M,3226,41,39,,,true,,,,,,44,40,true,true,,,,
M,3,M009,03M243,M.S. 243 Center School,3243,68,42,,,true,true,,,,,91,81,,true,93,85,,
M,3,M044,03M245,M.S. M245 The Computer School,3245,15,15,,,true,true,,,,,67,62,true,true,110,102,,
M,3,M044,03M247,M.S. M247 Dual Language Middle School,3247,27,38,,,true,true,,,,,130,150,true,true,103,113,74,31
M,3,M075,03M250,M.S. 250 West Side Collaborative Middle School,3251,124,119,,,true,true,,,,,128,101,true,true,28,48,,
M,3,M088,03M860,Frederick Douglass Academy II Secondary School,3260,84,58,,,true,true,,,,,143,150,true,true,,,,
M,3,M144,84M861,Future Leaders Institute Charter School,3261,141,169,,,true,true,,,,true,319,325,true,true,223,225,,
M,3,M837,03M291,West End Secondary School,3291,43,39,,,true,true,,,,,103,144,true,true,59,48,,
M,3,M144,03M242,P.S. 242 - The Young Diplomats Magnet Academy,3301,84,60,,,true,true,true,true,,true,147,119,true,true,124,59,102,57
M,3,M044,03M334,The Anderson School,3334,88,86,,,true,true,,,,,149,152,true,true,61,50,,
M,3,M470,03M402,THE URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,3402,76,69,,,true,true,,,,,178,158,true,true,,,,
M,3,M470,03M403,THE GLOBAL LEARNING COLLABORATIVE,3403,88,90,,,true,true,,,,,217,198,true,true,50,27,30,
M,3,M470,03M404,INNOVATION DIPLOMA PLUS,3404,70,64,,,true,true,,,,,72,53,true,true,,,,
M,3,M470,03M417,FRANK McCOURT HIGH SCHOOL,3417,72,73,,,true,true,,,,,208,201,true,true,,,,
M,3,M118,03M258,Community Action School - MS 258,3419,61,86,,,true,true,,,,true,160,168,true,true,100,82,,
M,3,M145,03M421,West Prep Academy,3421,14,14,,,true,true,,,,,171,163,true,true,,67,39,33
M,3,M191,03M452,P.S. 452,3452,122,195,,,true,true,,true,,,161,217,true,true,,,,
M,3,M081,84M481,Democracy Prep Harlem Charter High School,3481,29,35,,,true,,,,true,,182,213,,,,,,
M,3,M490,03M307,"Urban Assembly School for Media Studies, The",3507,193,194,,,true,true,,,,,185,96,true,true,39,,,
M,3,M485,03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,3511,359,301,,,true,true,,,,,821,821,true,true,,,,13
M,3,M506,03M505,Edward A. Reynolds West Side High School,3522,64,38,,,true,true,,,,,141,82,true,,21,21,15,13
M,3,M490,03M541,Manhattan / Hunter Science High School,3551,47,28,,,true,true,,,,,214,125,true,true,30,32,,
M,3,M118,03M256,M.S. 256 Academic & Athletic Excellence,3563,79,77,,,true,true,,,,true,124,133,true,true,20,52,79,51
M,3,MAKG,79M973,Re-Start @ Cares @ Roosevelt Hospital Center Antenucci,3580,15,17,,,true,,,,,,30,31,,,,,,
M,3,M490,03M492,"High School for Law, Advocacy and Community Justice",3592,57,44,,,true,true,,,,,234,132,true,true,160,159,,
M,3,M490,03M494,High School of Arts and Technology,3594,111,126,,,true,true,,,,,359,214,true,true,69,71,110,
M,3,M490,03M299,"High School for Arts, Imagination and Inquiry",3599,83,42,,,true,true,,,,,205,129,true,true,54,,,
M,3,M490,03M859,Special Music School Annex,3659,77,20,,,true,true,,,,,115,74,true,true,,,,
M,3,M202,84M702,Sisulu-Walker Charter School of Harlem,3807,92,98,,,true,true,,,,,168,135,,,108,108,,
M,3,M163,75M811,P811M @ PS 163M,3812,5,4,,,true,,,,true,,6,5,true,true,,,,
M,3,M149,75M811,P811M @ PS 149M,3813,72,69,,,true,,,,true,,74,72,true,true,5,,,
M,3,M841,75M811,P.S. M811 - Mickey Mantle School,3820,149,145,,,true,,,,true,,146,159,true,true,,,27,23
M,3,M113,84M386,Harlem Success Academy 4 Charter School,3823,200,194,,,true,true,,,,,270,231,true,true,,,,
M,3,M208,75M226,P.S. M226 @ P208M,3827,33,43,,,true,,,,,,31,45,true,true,,,,
M,3,M932,03M859,Special Music School,3859,,,,,true,true,,,,,6,20,,,,,,
M,3,M165,03M862,Mott Hall II,3862,106,110,,,true,true,,,,,218,107,true,true,,,,33
M,3,MAVC,84M483,N.Y. French American Charter School,3863,79,79,,,true,true,,,,,167,199,,,68,6,95,94
M,3,M113,84M279,The Opportunity Charter School,3871,125,62,,,true,true,,,,,264,265,true,true,60,58,38,
M,3,M208,84M329,Harlem Link Charter School,3875,208,220,,,true,true,,,,,337,305,true,true,112,53,,28
M,3,MBJU,02N914,United Cerebral Palsy,3901,100,103,,,true,true,,,,,97,99,,,,,,
M,3,MADP,03N802,Jewish Guild for Blind,3961,24,10,,,true,true,,,,,24,10,,,,,,
M,3,MABE,03N701,Blessed Sacrament School,3982,24,26,,,true,true,,,,,25,28,,,,,,
M,3,M470,79M984,LYFE [Babies],3984,3,3,,,true,,,,,,4,3,true,true,4,3,,
M,3,M506,79M984,LYFE Program @ Edward A. Reynolds We,3985,6,5,,,true,,,,,,6,5,true,,6,5,,
M,4,M007,04M007,P.S. 007 Samuel Stern,4007,117,169,,,true,true,,true,,,310,343,true,true,,20,112,59
M,4,M045,04M037,River East Elementary,4037,56,82,,,true,true,,,,,99,130,true,true,13,27,,58
M,4,M050,04M050,ERROR: #N/A,4050,110,,,,true,,,,,,211,,true,true,215,,89,
M,4,M057,04M057,James Weldon Johnson,4057,189,189,,,true,true,true,true,true,true,624,589,true,true,100,82,74,50
M,4,MADR,84M065,Democracy Prep Endurance Charter High School,4065,40,34,,,true,,,,true,true,177,134,true,true,,,,
M,4,M072,04M072,The Lexington Academy,4072,123,141,,,true,true,,true,,true,383,387,true,true,,,,146
M,4,M083,04M083,P.S. 083 Luis Munoz Rivera,4083,,5,148,148,,true,true,true,true,true,356,380,true,true,128,115,,20
M,4,M096,04M096,P.S. 096 Joseph Lanzetta,4096,3,,181,181,true,,true,true,true,true,354,347,true,true,96,69,90,89
M,4,M102,04M102,P.S. 102 Jacques Cartier,4102,1,9,162,162,true,true,true,true,true,true,197,180,true,true,16,24,78,54
M,4,M108,04M108,P.S. 108 Assemblyman Angelo Del Toro Educational Complex,4108,90,116,,,true,true,,,,,327,319,true,true,74,55,12,14
M,4,M112,04M112,P.S. 112 Jose Celso Barbosa,4112,108,112,,,true,true,true,true,,,229,252,true,true,16,25,74,53
M,4,M121,04M038,P.S. 38 Roberto Clemente,4121,105,34,,,true,true,,,,true,189,209,true,true,27,38,,25
M,4,M117,75M138,P.S. 138,4138,63,65,,,true,,,,,,64,65,true,true,,,,
M,4,M146,04M146,P.S. 146 Ann M. Short,4146,,1,266,266,,true,true,true,true,true,269,304,true,true,68,79,138,56
M,4,M155,04M155,P.S. 155 William Paca,4155,67,66,,,true,true,,true,,,212,200,true,true,43,26,34,20
M,4,M102,75M169,P169M @ PS 102M,4169,23,18,,,true,,,,,,24,18,true,true,,,,
M,4,M171,04M171,P.S. 171 Patrick Henry,4171,112,141,,,true,true,,,,,434,465,true,true,258,185,,
M,4,M083,04M182,The Bilingual Bicultural School,4182,,,172,172,,,true,true,,true,268,296,true,true,59,81,,
M,4,M895,04M610,Young Women's Leadership School,4205,13,14,,,true,true,,,,,163,144,true,true,70,68,25,30
M,4,M206,04M206,P.S. 206 Jose Celso Barbosa,4206,309,237,,,true,true,,,,,260,248,true,true,69,47,,36
M,4,M117,04M012,Tag Young Scholars,4212,60,66,,,true,true,,true,,,206,240,true,true,68,54,72,57
M,4,M435,04M825,Isaac Newton Middle School for Math & Science,4220,41,37,,,true,true,,,,,175,215,true,true,33,,53,50
M,4,M099,04M224,M.S. 224 Manhattan East School for Arts & Academics,4224,25,27,,,true,true,,,,,89,92,true,true,157,165,156,27
M,4,M101,04M375,Mosaic Preparatory Academy,4275,233,222,,,true,true,true,true,,true,271,258,true,true,29,12,119,21
M,4,M646,04M310,Judith S Kaye School,4310,29,36,,,true,,,,,,36,38,,,,,,
M,4,MADR,84M350,Democracy Prep PATHWAYS Charter Program,4350,14,17,,,true,,,,true,true,29,32,true,true,29,31,,
M,4,M117,04M372,ESPERANZA PREPARATORY ACADEMY,4372,38,42,,,true,true,,,,,193,229,true,true,23,34,93,52
M,4,M155,04M377,Renaissance School of the Arts,4377,28,22,,,true,true,,,,,107,104,true,true,93,96,,
M,4,M050,84M382,DREAM Charter School Annex,4382,32,32,,,true,true,,,,,32,32,true,true,33,32,,
M,4,M007,04M406,ERROR: #N/A,4406,39,,,,true,,,,,,95,,true,true,62,,,
M,4,MBLO,03N561,Children's Learning Center - UPK,4425,63,62,,,true,true,,,,,63,62,,,,,,
M,4,M013,04M497,Central Park East I,4497,42,63,,,true,true,true,true,true,true,107,112,true,true,,,,
M,4,M435,04M435,Manhattan Center for Science and Mathematics,4501,208,221,,,true,true,,,,,363,358,true,true,27,27,112,34
M,4,MBBT,79Q950,GED Plus - Citywide,4517,10,7,,,true,,,,true,true,10,7,,,,,,
M,4,M045,04M409,ERROR: #N/A,4549,39,,,,true,,,,,,63,,true,true,43,,62,
M,4,M013,04M555,Central Park East High School,4555,40,52,,,true,true,,,true,true,78,109,true,true,,26,,26
M,4,M495,04M495,Park East High School,4578,115,139,,,true,true,,,,,87,100,true,true,,,,
M,4,M107,04M680,"Heritage School, The",4582,25,37,,,true,true,,,,,86,83,,,,18,13,
M,4,MBEK,88M607,ALC - EAST HARLEM,4607,3,3,,,true,,,,,,8,7,,,,,,
M,4,MADR,84M708,Harlem Prep Charter High School,4609,44,26,,,true,,,,,,157,175,true,true,104,132,,
M,4,M101,75M811,P811M @ PS 101M,4812,57,57,,,true,,,,true,,61,59,true,true,,,,
M,4,MBFE,02N818,Islamic Cultural Center School,4818,50,48,,,true,true,,,,,128,108,true,,,,,
M,4,M045,84M335,Harlem Village Acad. Leader. Elem CS,4835,207,253,,,true,,,,,,264,250,true,true,405,300,,
M,4,MADR,84M708,Harlem Prep Charter School,4840,137,134,,,true,,,,,,319,310,true,true,372,349,,
M,4,M045,84M335,Harlem Village Academy Leadership Charter School,4849,44,21,,,true,,,,,,108,74,true,true,70,50,,10
M,4,MANF,79Q950,GED Plus - Citywide,4850,18,16,,,true,,,,true,true,18,16,,,,,,
M,4,M050,04M964,ERROR: #N/A,4864,21,,,,true,true,,,,,75,,true,true,22,,,
M,4,M435,75M169,P.S. M169 @ Manh Ctr/Math & Science,4866,4,5,,,true,,,,,,4,4,true,true,,,,
M,4,M099,84M433,Renaissance Charter High School for Innovation,4868,20,20,,,true,true,,,,,40,36,true,true,,,,
M,4,M146,75M169,P169M @ PS 146 Ann M. Short,4869,75,78,,,true,,,,,,75,79,true,true,,,,
M,4,M050,84M337,New York Center for Autism Charter School,4888,1,18,,,true,true,,,,,9,18,true,true,,,,
M,4,M050,04M700,Children's Aid Society Head Start @ PS 50,4900,41,46,,,true,true,,,,,41,46,true,true,,,,
M,4,M121,84M708,Harlem Prep Charter Middle School,4908,46,44,,,true,,,,,,183,198,true,true,267,253,26,19
M,4,MBDU,79Q950,GED Plus @ GOSO,4951,5,4,,,true,,,,true,true,5,4,,,,,,
M,4,MBML,79Q950,Pathways to Graduation at Cornerstone,4953,9,8,,,true,,,,true,true,8,8,,,,,,
M,4,M050,04M964,Central Park East II,4964,117,171,,,true,true,,,,,165,285,true,true,51,33,52,87
M,4,MALR,04N898,Northside Center Child Development,4999,64,66,,,true,true,,,,,64,66,,,,,,
M,5,M010,05M499,Frederick Douglass Academy,5010,90,110,,,true,true,,,,,431,429,true,true,68,,37,39
M,5,M030,05M030,P.S. 030 Hernandez/Hughes,5030,145,140,,,true,true,,,,,196,199,true,true,30,24,87,55
M,5,M036,05M036,P.S. 036 Margaret Douglas,5036,288,254,,,true,true,true,true,,,282,251,true,true,75,94,170,112
M,5,M846,05M046,P.S. 046 Arthur Tappan,5046,197,231,,,true,true,,,,,505,468,true,true,158,185,120,142
M,5,M154,84M065,Democracy Prep Endurance Charter (Middle) School,5065,278,104,,,true,,,,true,true,225,217,true,true,89,87,,
M,5,M092,05M092,P.S. 092 Mary McLeod Bethune,5092,158,136,,,true,true,,,,,199,195,true,true,39,,94,75
M,5,M123,05M123,P.S. 123 Mahalia Jackson,5123,136,138,1,1,true,true,,true,,,380,340,true,true,115,89,165,66
M,5,M125,05M125,P.S. 125 Ralph Bunche,5125,101,60,,,true,true,,,,true,192,208,true,true,,,91,83
M,5,M129,05M129,P.S. 129 John H. Finley,5129,129,135,,,true,true,,,,,301,274,true,true,,56,93,47
M,6,M380,75M138,P138M @ PS 380M,6826,46,43,,,true,,,,,,52,47,true,true,,,,
M,5,M133,05M133,P.S. 133 Fred R Moore,5133,181,175,,,true,true,true,true,true,true,196,194,true,true,17,12,83,61
M,5,M030,75M138,P.S. 138,5138,119,111,,,true,,,,,,120,113,true,true,44,41,47,33
M,5,M136,05M148,Eagle Academy For Young Men Of Harle,5148,160,43,,,true,true,,,,,143,150,true,true,,,,67
M,5,M154,05M154,P.S. 154 Harriet Tubman,5154,166,141,,,true,true,,true,,,213,217,true,true,54,25,83,68
M,5,M501,05M157,The Urban Assembly School For Global,5157,100,46,,,true,true,,,,,137,89,,,,,,
M,5,M161,05M161,P.S. 161 Pedro Albizu Campos,5161,187,120,,,true,true,,,,,464,429,true,true,50,26,154,57
M,5,M371,05M318,Thurgood Marshall Academy Lower School,5168,77,79,,,true,true,,,,,145,142,true,true,40,24,130,111
M,5,M175,05M175,P.S. 175 Henry H Garnet,5175,196,179,,,true,true,,true,,,261,266,true,true,34,39,86,60
M,5,M194,05M194,P.S. 194 Countee Cullen,5194,91,102,,,true,true,,,,,188,165,true,true,205,181,47,27
M,5,M197,05M197,P.S. 197 John B. Russwurm,5197,162,187,1,1,true,true,,,,,220,220,true,true,45,41,127,126
M,5,M200,05M200,P.S. 200- The James Mccune Smith School,5200,,,233,233,,,true,true,true,true,326,314,true,true,46,42,72,55
M,5,M136,05M302,ERROR: #N/A,5202,25,,,,true,,,,,,63,,true,true,88,,,
M,5,M195,05M514,New Design Middle School,5214,52,17,,,true,true,,,,,113,86,true,true,35,40,15,18
M,5,M043,05M286,Urban Assembly Academy for Future Leaders,5286,51,37,,,true,true,,,,,92,69,true,true,52,,,33
M,5,M125,05M362,Columbia Secondary School,5363,37,37,,,true,true,,,,,206,204,true,true,91,81,,
M,5,M043,84M384,Success Academy North West Middle School,5384,52,57,,,true,,,,true,,158,151,true,true,,,,
M,5,ERROR: #N/A,84M386,ERROR: #N/A,5386,,,,,true,true,,,,,,,,,,,,
M,5,M501,84M481,Democracy Prep Harlem Charter Elementary School,5481,306,336,,,true,,,,true,,294,331,,,299,368,,
M,5,M136,05M304,Mott Hall High School,5504,15,17,,,true,true,,,,,68,71,true,true,25,30,,
M,5,M916,05M517,Teachers College Community School,5517,52,44,,,true,,true,true,,,167,105,true,true,77,76,54,
M,5,M970,05M670,Thurgood Marshall Academy for Learning and Social,5543,107,41,,,true,true,,,,,188,174,true,true,52,54,55,73
M,5,M911,05M285,Harlem Renaissance High School,5585,6,10,,,true,true,,,,,14,18,,,,,,
M,5,M280,84M709,Harlem Village Academy Charter High School,5609,48,24,,,true,,,,,,187,150,true,true,124,135,,
M,5,M484,05M517,Teachers College Community School Annex,5617,,24,,,true,,true,true,,,,66,,,,36,,
M,5,M043,05M367,ERROR: #N/A,5667,16,,,,true,,,,,,33,,true,true,20,,,
M,5,M043,05M369,Urban Assembly School for the Performing Arts,5669,33,39,,,true,true,,,,,99,114,true,true,,,,
M,5,MAGD,84M709,Harlem Village Academy Charter Elementary,5809,322,343,,,true,,,,,,430,461,,true,500,447,,
M,5,M030,84M384,Harlem Success Academy 2 Charter School,5821,115,145,,,true,,,,true,,336,300,true,true,,,,
M,5,M195,84M726,KIPP STAR Harlem College Prep Elementary School,5826,349,381,,,true,,,,true,true,349,365,true,true,354,376,,
M,5,M092,84M388,St. HOPE Leadership Academy Charter School,5828,54,43,,,true,true,,,,,209,173,true,true,,,,
M,5,M079,75M079,P.S. M079 - Horan School,5847,164,160,,,true,true,,,,,186,191,true,,26,21,,14
M,5,M194,84M709,Harlem Village Academy Charter School,5848,29,20,,,true,,,,,,104,52,true,true,68,30,,
M,5,M197,84M350,Democracy Preparatory Charter School,5850,66,45,,,true,,,,true,true,235,221,true,true,283,266,,
M,5,M911,79Q950,GED Plus - Citywide,5853,10,10,,,true,,,,true,true,10,10,,,,,,
M,5,M125,84M726,KIPP STAR COLLEGE PREP CHARTER,5858,110,125,,,true,,,,true,true,196,180,true,true,162,163,45,45
M,5,M175,84M482,Success Academy Harlem N. Central CS,5875,140,112,,,true,true,,,true,true,203,186,true,true,,,,
M,5,M195,84M336,KIPP Infinity Charter School,5883,426,246,,,true,true,,,true,,650,643,true,true,673,671,85,
M,5,MAYS,84M481,Democracy Prep Harlem Charter Middle School,5889,79,71,,,true,,,,true,,226,214,,,275,269,,
M,5,M092,84M350,Democracy Preparatory Charter School,5894,69,70,,,true,,,,true,true,243,219,true,true,120,118,,
M,5,MAWR,79Q950,P2G at Youth Build Manhattan,5950,8,7,,,true,,,,true,true,8,7,,,,,,
M,5,MBGX,79M973,Re-Start Academy,5973,4,4,,,true,,,,,,4,4,,,,,,
M,5,M911,79M984,LYFE [Babies],5984,8,10,,,true,,,,,,8,10,,,4,8,,
M,5,M501,88M992,ALC - Choir Academy,5992,17,8,,,true,,,,,,17,9,,,,,,
M,6,M004,06M004,P.S. 004 Duke Ellington,6004,,160,333,333,,true,true,true,,true,473,415,true,true,85,79,217,83
M,6,M005,06M005,P.S. 005 Ellen Lurie,6005,509,488,,,true,true,true,true,,,478,486,true,true,83,145,135,32
M,6,M008,06M008,P.S. 008 Luis Belliard,6008,444,425,,,true,true,true,true,,,495,460,true,true,53,49,148,147
M,6,M028,06M028,P.S. 028 Wright Brothers,6028,350,297,,,true,true,true,true,true,true,555,494,true,true,141,131,80,40
M,6,M048,06M048,P.S. 048 P.O. Michael J. Buczek,6048,499,438,,,true,true,true,true,,,504,442,true,true,68,52,145,146
M,6,M052,06M052,J.H.S. 052 Inwood,6052,74,43,,,true,true,,,,,188,184,true,true,71,56,67,67
M,6,M090,84M068,KIPP Washington Heights Middle School,6068,85,127,,,true,,,,,,338,323,true,true,277,269,,
X,8,X450,08X507,Stevenson YABC,8507,,9,,,,true,,,,,19,37,true,true,,,,
M,6,M098,06M098,P.S. 098 Shorac Kappock,6098,398,321,,,true,true,true,true,,true,430,382,true,true,100,91,23,
M,6,M132,06M103,Dos Puentes Elementary School,6103,48,93,,,true,true,,,,,234,344,true,true,116,121,,
M,6,M176,06M311,Amistad Dual Language School,6111,38,36,,,true,true,,,,,257,274,true,true,27,99,52,
M,6,M176,06M314,Muscota,6114,55,48,,,true,true,,,,,149,151,true,true,46,,,
M,6,M115,06M115,P.S. 115 Alexander Humboldt,6115,233,231,,,true,true,,,,,425,410,true,true,89,127,144,100
M,6,M128,06M128,P.S. 128 Audubon,6128,154,150,,,true,true,true,true,,true,471,464,true,true,67,48,103,96
M,6,M132,06M132,P.S. 132 Juan Pablo Duarte,6132,120,80,,,true,true,,,,,267,232,true,true,88,47,151,119
M,6,M189,75M138,P138M at M189,6138,20,48,,,true,,,,,,20,48,,true,,,,
M,6,M143,06M143,J.H.S. 143 Eleanor Roosevelt,6143,56,49,,,true,true,,,,,202,174,true,true,58,55,43,52
M,6,M152,06M152,P.S. 152 Dyckman Valley,6152,,3,393,393,,true,true,true,true,,438,419,true,,107,145,122,109
M,6,M153,06M153,P.S. 153 Adam Clayton Powell,6153,174,95,,,true,true,true,true,,true,500,421,true,true,106,101,96,92
M,6,M164,06M328,M.S. 328 - Manhattan Middle School for Scientific,6164,74,70,,,true,true,,,,,163,167,true,true,123,115,61,27
M,6,M153,06M368,Hamilton Heights School,6168,63,35,,,true,true,true,true,true,true,104,97,true,true,18,19,,
M,6,M173,06M173,P.S. 173,6173,141,123,,,true,true,true,true,true,true,347,345,true,true,49,141,48,18
M,6,M178,06M178,Professor Juan Bosch Public School,6178,69,74,,,true,true,true,true,true,true,229,252,true,true,51,54,,
M,6,M187,06M187,P.S./I.S. 187 Hudson Cliffs,6187,65,73,,,true,true,,,,,338,344,true,true,111,17,112,60
M,6,M189,06M189,P.S. 189,6189,11,2,667,667,true,true,true,true,,,516,503,true,true,111,94,150,132
M,6,M192,06M192,P.S. 192 Jacob H. Schiff,6192,82,79,,,true,true,,,,,347,337,true,true,54,60,85,84
M,6,M192,06M209,Hamilton Grange Middle School,6209,75,80,,,true,true,,,,,229,251,true,true,73,54,,23
M,6,M052,06M211,Inwood Early College for Health and Information Technologies (P-Tech),6211,17,24,,,true,true,,,,,104,100,true,true,16,25,18,33
M,6,M218,06M218,ERROR: #N/A,6218,59,,,,true,,,,,,98,,true,true,107,,112,
M,6,M090,06M319,M.S. 319 - Maria Teresa,6219,132,119,,,true,true,,,,,294,260,true,true,100,86,100,68
M,6,M223,06M223,The Mott Hall School,6223,92,90,,,true,true,,,,,238,254,true,,74,87,77,34
M,6,M090,06M324,M.S. 324 - Patria Mirabal,6224,104,120,,,true,true,,,,,240,237,true,true,21,23,42,21
M,6,M528,06M528,I.S. 528 Bea Fuller Rodgers School,6228,61,61,,,true,true,,,,,195,208,,true,41,38,51,43
M,6,M387,84M265,ERROR: #N/A,6265,,,,,,,,,,,,,,,,,,
M,6,M918,06M278,Paula Hedbavny School,6278,33,53,,,true,true,,,,,230,252,true,true,130,75,117,119
M,6,M218,06M293,City College Academy of the Arts,6293,38,44,,,true,true,,,,,188,204,true,true,,,,
M,6,M898,06M018,P.S. 018 Park Terrace,6298,110,119,,,true,true,,,,,285,301,true,true,94,47,107,70
M,6,M218,06M322,Middle School 322,6322,34,54,,,true,true,,,,,147,248,true,true,106,148,57,67
